content,score,sentimen
"Dari pertama kali belanja online lewat aplikasi slalu pake tokped. Menurutku tokped lebih mudah penggunaannya dibanding shopee, buka lapak dll.. Dari dulu pake tokped slalu ok.. Edit : aku sekarang lebih sering pake shopee, soalnya banyak gratis ongkir hehehe",3,0
"Aplikasiny maksa banget buat di install, pdhl lg buka situs berita, entah knp ni auto install,,, memalukan....",1,0
kenapa dsaat mau bayar kode versifikasinya tidak bisa diketik,1,0
Knpa begini aplikasi nya lelet sekali... Koneksinya bgus kok tdk mau masuk...,1,0
Ini aplikasi apa tidak bisa digunakan ya atau dalam masa perbaikan... Apakah punya saya saja atau bagaimana.. Padahal baru saja saya perbarui.. Mohon penjelasannya?,2,0
Semoga tokopedia bisa cpt membantu dan proses biar bisa klur didashboads prakerja.,3,0
Voucer cashback pulsa tidak bisa digunakan,1,0
Ap diaplikSi ini bsa mmnjm kn uang,2,0
Lagi nonton anime keluar dari browser eh malah ke play store ke apk topet 😠,1,0
Tdk jelas,3,0
Min ingin nanya knapa udah bbrapa minggu ga bisa masukin barang wistlist?,2,0
Ok,3,0
"Eror terossssss, kecewa tidak ada tindakan dari Tokped",1,0
"Penanganan komplain lama, rugi sebagai seller pakai tokopedia",1,0
Ahsu,1,0
"Teruntuk Tokopedia ayooo cepat dong kirim sertifikat pelatihan nya ke prakerja, masa kalah sama Bukalapak yang cepat kirim sertifikat nya ke prakerja. Kalau ada bintang 0 gua kasih 0 dah.",1,0
lumayan,3,0
knp tiap hari harus update terus,2,0
11qV.3 98 b. Jumlah 1wx1,2,0
Entah dari mana tiba tiba gugel mengatakan selamat anda pemenang dari toko pedia.. Dn anda memiliki saldo sebesar 300.000 unduh toko pedia dan buka di playstore daftar gratis.. Setelah diikuti semua nya nyata nya 300.000 nya gak ada.. Buat berharap aja.. Bukan kah ini penipuan mengatasnamakan tokopedia,1,0
coba dulu,3,0
Aplikasi yang gak bertanggung jawab masalah sertifikat prakerja yang belum ada di dashboard. Sistem nya lelet Aplikasi gak bergunaaaaaaaa Woooyyyyyy sertifikat orang2 keluarin woooyyy,1,0
Mahal mahal.,2,0
Aerqq,3,0
"Bukan salah tokped saya sdah sngat langganan disini tapi paket² saya dan adik saya belum jga sampai sudah sminggu lebih , dengan ekspedisi ANT*R*JA . Saran ya untuk gratis ongkir biarkan pembeli yg memilih menggunakan kurir apa, thanks ..",2,0
"Sudah selesai pelatihan skill akademy, mau kasih ulasan d tokopedia ribetnya minta ampun. Katanya tdk ada transaksi di tokopedia. Mau mu apa ?",1,0
"sama saja seperti yg dulu ,lama pengiriman padahal pilih jne yes tpi proses dari tgl 20 sampai sekarang tgl 25 belum dikirim mau di cancel harus nunggu konfirmasi saller dan sallernya gak pernah nanggepin .busukkkkk ,mending ke bukalapak saja atau shope yg lebih pasti + lebih cepet . tokopedia asuuu",1,0
Jelek,1,0
Lengkap,1,0
Parah sekali,1,0
"Narik saldo Tokopedia Seller, nungguin dua hari, tiga hari, empat hari ga ada kabar. Lapor ke Tokopedia Care, terus tiba-tiba, seenaknya bilang, ""4d4 k3EnD4lA p3Nca1R4n.."" disuruh nunggu 8 hari.. Wkwkwkwk.. Butuh uangnya sekarang. Buat nyambung hidup, buat bayar utang, buat banyak hal.. Kalau emang ada kendala dari awal, KENAPA DIKABARI SETELAH SAYA MELAPOR?!!!!???!! MENDING JUALAN & JAJAN DI ECOMMERCE SEBELAH SIH. GAK JELAS COK~",1,0
"saya sudah update, tapi saat buka aplikasi kenapa di suruh update lagi? padahal pas klik tidak ada pembaharuan?",3,0
Download aplikasi nya aja lama banget hadeghh hampir 1 jam,1,0
Jgn kan daftar menginstal aja ga bisa . Dari kemarin . Apa aplikasi ini sudah bangkrut ??,1,0
Setiap saya mau melakukan pembayaran susah tolong diperbaiki.,1,0
"Parah pesanan saya udh 2 kali dibatalin sama seller, kalo emng barangnya gaada ya gausah diposting lahh, kalo ganiat jualan juga gausah jualan. Seharusnya Tokopedia tuh ban seller yg ga niat gitu, gimana mau maju, jualannya ga niar gitu",3,0
"Knp setiap sy order stok tdk tersedia,,,pdhl stok msh ada.....",1,0
"Sangat buruk!!! Klo mau bikin iklan gausah pake penipuan kartu prakerja ceng,, GBLG !!!",1,0
BELUM BISA COD KALAH SAMA SHOPIE & LAZADA yg sdh ada transaksi lewat COD,2,0
"online shop menjijikan, gara2 gk bsa kasih ulasan/rating krena 1 akun tokped dpake lbih dr 1 akun prakerja. sertifikat dr pelatihan ditahan!! sngat tdk recomended utk prakerja, tdk ad solusi yg dikasih, jln kluarnya mesti gmn, stiap di email yg blas cma bot. SANGAT MENGECEWAKAN!!",1,0
Lama banget si,1,0
"Hallo tokopedia saya membeli kelas chef juna dari tgl 19 ko sertifikatnya masih dalam proses terus ya padahal saya sudah ikut pelatihan semuanya,sudah kasih bintang dan ulasan juga tapi sampai saat ini belum ada kejelasannya",2,0
"Ini kenapa sih gak bisa dibuka? Baru download loh mau beli barang, tapi force close terus. Saya mau tau cara menanganinya pleasee",3,0
Lumayan,3,0
Sy hapus aplikasinya... Penyelesaian barang komplain ku berpihak ke penjual...,1,0
huuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu aplikasinya jelek tapi boong,1,0
"kenapa susah sekali untuk mendapatkan sertifikat kedashboard prakerja, padahal sudah menyelesaikan semua pelatihan dan memberi ulasan pada bln agustus. tanya ketokopedia care jawabny hanya suruh menunggu, sedangkan yang baru ikut pelatihan sudah bnyak yang dapat sertifikatny di prakerja. mohon dong untuk tokopedia, toolong diutamakan yg terlebih dahulu mendapatkan sertifikat. sdh 20x24 jam saya menunggu",1,0
Hapus aja nih aplikasi dari playstore suka ngejualin data orang,1,0
Gmn sih caranya gratik ongkir di app ini? Kl di shopee kan tinggal pake voucher. Di sni w g ngerti,3,0
Oke,1,0
Tolong dong di percepat update sama di download nya,1,0
Singkat dan jelas,2,0
"Aplikasi ini saya suka tetapi saya ada keluhan untuk menilai barang setelah menerima paket tersebut. Dan ketika saya ingin mengirim penilaian barang, ada tulisa ""Internal Server Error"". Berharap bisa cepat diperbaiki.",2,0
"Harga lemari 199.000, ongkir pekanbaru 420.000, sub total 620.000, hadehh, langsung uninstall",1,0
"Udah gak rekomen belanja di Tokopedia, lebih baik belanja di shopee atau Bukalapak. karena Saya pake express biar barang sampai 1-2 hari. Eh Tokopedia malah ngasih batas waktu ke penjual terlalu lama sampai 4 hari, bayangin aja pesan Jumat, biar bisa sampai Minggu, karena tokoedia memberikan batasan waktu lama jadi gak sesuai expetasi. Percuma belanja barang gak bisa di pakai mah, saya duit doang",1,0
Gratis ongkirny payah banyak ketentuanny,3,0
Barang terkendala di kurir Tpi Ga ada tanggapan Sama sekali Bodo amat dah Barang cod jg Giliran nanti klo sy Posisi Ga Ada dirumah trus barang Bukan urusan sy... Sy Sudah nunggu udah 2 minggu,1,0
Loading nya lama,1,0
"Amjink lu gua g punya salah sama lu,baca ini pihak tokped baca Jan pura pura gk baca pesenan gua kenapa dibatalin bayar udah tepat waktu tapi malah dibatalin😠😠😠",1,0
Saya Uda melakukan pembayaran lalu sepihak d batal kan sementara uang sudah d tf reseller nya d chat jga d baca doank g d bals kecewa bgt Bagai mana dengan uang yg sudah saya bayarkan? Nyesel bangt download aplikasi ini,1,0
Penjual tidak mengkonfirmasi pesanan,1,0
Aneh katanya bisa cod eh ternyata...... 🤔🤔,1,0
"Aplikasi bagus, ringan, produk beragam tapi masih ada kekurangan dalam hal menampilkan produk sering berulang produk yang ditampilkan. Kalau bisa didukung dengan gratis ongkir, atau pembelian dari beberapa merchant ongkirnya cukup satu ongkir saja. Semakin tidak pasti untuk pointnya setelah adanya OVO. ini tidak memberikan kemudahan untuk chating terhadap Customer Servicenya, semua chating hanya dijawab dengan otomatis dan tidak bisa dipertanggung jawabkan karena jawaban chating tidak bisa menge",3,0
Kecewa ga bisa daptar ulang2 terus,1,0
Aku cints kamu,1,0
"Kalo bisa ada penilaian juga buat ekpedisinya,biar masalah pengiriman bukan toko yang di salahkan dan juga buat rekom bagi customer yg mau beli online thxs",3,0
G ush Nyepam iklan sampahhhhh g gunaaa bikin susah buat download lagu bisa g sih iklan g Nyepam di tv dah ada iklan masa di link lagu ada iklan,1,0
"Jelek asuuu, udah komplian berkali2 ke cs. Tokped kalo barang nya ga kekirim sesuai alamat yang tercantum, barang tetep ga nyampe,, jne lagi ,, padahal jelas dan gamblang, kurir yg lainya aja pada bisa masa jne yg udah biasa langganan ga bisa ,,",1,0
Agak sedikit ribet sich..bagi orang yg baru mgkn agak sedikit susah,3,0
"Sangat mengecewakan. Sampai sekarang pihak tokopedia gk bagus kerja nya aku sudah 2 bln nunggu sertifikat muncul di dashboard kartu prakerja gak ada juga. Padahal aku sudah berulang"" memberikan rating dan ulasan tapi gak ada juga.",1,0
"Mohon maaf sebelumnya, kenapa tidak ada lg pilihan ""filter"" dan ""urutkan"" produk di versi terbaru, karena fitur tersebut sangat berguna, terimakasih",1,0
"Banyak promo , gratis ongkir blanja apa aj, tp nyatanya susah dpt kode promo gratos ongkir nya, sekalianya ada kode nya , cm bisa di belanjaan tertentu. Gak kaya tetangga sebelah... Mudah dpt kupon nya n bisa pilih, antara cashback atau gratis ongkir.",3,0
Saya tidak bisa mendownload aplikasih ini Karna penyimpanan saya sudah cukup,3,0
"BURUK SANGAT BURUK, SAYA SANGAT KECEWA,",1,0
Parah... Sertifikat prakerja kapan proses nya?,1,0
"Dari gelombang 5 tp saya gk bisa kasih rating, jd sertifikat sy gk turun"",,mohon bantuan nya tokopedia, untuk kirim kan link supaya saya bisa kasih rating",2,0
Semoga nanti ada fitur live.,2,0
tepat waktu,3,0
Apalu,3,0
Baik,1,0
"tokopedia berkembang dengan sangat baik dengan adanya gratis ongkir & voucher yang lumayan menarik, dan semoga bisa lebih gila lagi diskonnya sekedar masukan.. tampilan ui promo dll sangat tidak kompleks, terlalu membingungkan, apalagi untuk orang awam yg baru coba belanja online, semoga bisa lebih baik lagi.",3,0
Iklan trs,1,0
Woi mana ini bebas ongkir nya katanya bebas ongkir,1,0
Kurangi iklan,1,0
Apa benar tokped telah diretas websitenya...trus bagaimana dengan keamanan data para sellernya..?,2,0
"Aplikasi ini menipu saya Saya udah transfer uang, tapi malah saya yg kena tipu",1,0
"Saya mau beli barang aja gagal, katanya gara² namanya sama kyk pengguna lain, pas pake nama lain juga gagal, gmana mau belanja nyaaa ?????",1,0
Sangat goblok mengait2 kan kemerdekaan...,1,0
Ini saya mau bayar kok kodeny tidak ada tolong segera proses pesanan saya,1,0
cukup bagus lh app ini....,3,0
SOLUSI ATAU PERTANYAAN ATAU KENDALA YG DIBERIKAN TAK PERNAH HASIL YANG BAIK UNTUK PENJUAL!! KONTOL,1,0
Lagi mencoba bagus apa engganya,3,0
"Kacau tokopedia promo penipu tadi saya beli barang padahal udah bayar pake ovo tapi mungkin karna promo nya, saya hanya bayar ongkir nya aja langsung di batalkan orderan nya",1,0
Payah susah melakukan pembayaran Dengan menggunakan saldo di tokped,1,0
Mudah dan murah,3,0
Terlalu sering direct ads ke sini. Sangat mengganggu browsing.,1,0
Setiap gw nonton Video diGoggle pasti yg keluar kau Mulu Bosen aku,2,0
Di hape saya kok lemot,2,0
G bs bayAr ditempat,1,0
it tokped goblok ga bisa jaga identitas customer nua,1,0
Aplikasi rusak,1,0
bagus lahh tapi kalau bagi laki² yang tidak bagus ada gambar bts nya,3,0
Ongkir nya mahal banget😑😑,1,0
Ini kenapa setelah update ga bisa masuk aplikasi sangat mengecewakan,1,0
Proses nya agak lemot untuk program prakerja,3,0
Please klo gw lg browser di internet jngan lngsung muncul stiap gw klik halaman yg lg gw buka... Adsen yang sangat mengganggu,1,0
Bagus 1 bintang soalnya baru coba,1,0
Respon customer care sangat sangat lambat dan tidak bs memberika solusi. Tolong sediakan no telp biar lbh enak. Klo cuma sekedar chat lama penanganngannya,1,0
"Tokopedia LG eror ya, sy mau pesen barang liat chatan GK bisa, internet terputus trs katanya padahal internet lancar kaya jln tol , tolong sy udh lama langganan di toped klu bisa secepatnya di bereskan jaringan nya jgn sampai kecewa gini dong. Trimaksih",3,0
Hehe,1,0
"tolong untuk customer service tidak usah pakai sistem / robot, terlalu bertele2 dalam penyelesaian masalah dan terkesan tidak ada tanggapan dr tokped,. Kembalikan saja seperti dulu.. dan sekarang kok sering error yaa, apalagi sehabis di update malah ngga bisa dibuka.. di install lagi juga ngga bisa, tolong diperbaiki Terima kasih.",1,0
Lumayan,3,0
Ok,1,0
Tidak tertarik,1,0
Di coba,3,0
"Kenapa setiap dpt bonus, selalu harus pakai di ovo, dan gopey. Nggak kaya aplikasi sebelah.mohon di perhatikan trims",2,0
Agak lemot dan kurang promo,3,0
Ribet ga bisa cod ga kaya toko sebelah .pdahal penjual nya maaih daerah jakarta ..saya kn bogor masa alesan nya ga ke jangkau,1,0
"Ini kenapa Tokopedia gak bisa dibuka? Saya jualan juga loh diaplikasi ini. Tolong Tokopedia dibantu, nama toko saya Rosabagshop88.",3,0
Aplikasi nya knp gk bisa d download yaa d playstore,1,0
Maaf kak saya gak bisa download soalnya memori saya penuh kak,3,0
banyak konotasi negatifnya...gx jdi ah instal,1,0
Baru pertama kali coba gagal transaksi karena tidak memenuhi syarat...indikasi manipulasi data atau menggunakan promo yg melebihi batas...kan ngaco...,1,0
Kenapa susah diinstal?,1,0
"Bikin app yg bener, masa aku ga bisa masukin no hp?!!",1,0
"Aplikasi sampah, memelihara penjual yang sukak nipu",1,0
Update bikin bingung adanya dua pencarian barang pada Home dan Official Store. Kayak yg sebelumnya malah lebih bagus menurut gw. Menurut lu gmn ya bebas lah berpendapat,3,0
Mememang tak betul aplikasi ini,1,0
gara2 km saya jd ga bisa dapet insetif,1,0
"Sebagai pihak penyedia jasa mohon di bantu untuk keluhan konsumen. Jangan hanya ambil keuntungan doang. Seharusnya bisa mempermudah konsumen, malah jadi runyem. Ada orderan yg tidak sesuai, rusak bahkan tidak sampai ke konsumen. Tolong beri solusi kalau bisa berikan sanksi biar pihak konsumen tidak dirugikan.",2,0
"kenapa lokasi gua bisa pindah gitu woy, kenapa harus pake gps sih diketik juga bisa. tolong diperbaiki",3,0
Tdk bisa di pakai untuk isi pulsa saldo tokopedia hasil penjualan,3,0
"Sangat kecewa pesanan dari tgl 26 mei, ditunggu-tunggu lama katanya barang tidak bisa di kirim, sampai tgl 9 Juni dibatalkan dengan alasan pandemi, lebih kecewa lagi pengembalian dana belum diproses sampai tgl 12 Juni, ini bagaimana Tokopedia mau bersaing dengan yg lain?",1,0
99o99.9788k,1,0
p ooppppoo9io itu ada,1,0
habis update bukannya berkembang malah makin memburuk..... kamren bisa pembayaran pake COD dan sekarang hanya beberapa kota aj yg bisa.... . BABI,1,0
pakai promo kok malah auto dibatalin. promo tipu-tipu:)),1,0
Loadingnya lama banget,1,0
Apa apaan ini kenapa saya tidak bisa memilih pembayaran cod padahal penjual sudah mengaktifkan cod. Payah tokopedia makin jelek,1,0
Bgsd iklan menggangu gw,1,0
Bagus,1,0
Cii,1,0
"Gimana sih kak mau kasih ulasan prakerja kok gagal terus, menghambat bgt jadi gak nerima sertifikat udah nungguh seminggu lebih pdahl, di dashbord ttp gak.ada",3,0
Gk bgus ni aplikasi krena bnyk yg mengecewakan saya ini baru instal sekrng tnggal25 november ini boong gys🙄😏,1,0
Keamanan data user sangat rendah 👎,1,0
"iklan sih iklan, tpi gk usah ganggu org browser jga lah",1,0
", i, 8,,9ok , 🚠🚡🚄",3,0
tidak bisa konek ke internet padahal brosing bisa tapi kok buat tokopedianya kok koneksi terputus,1,0
"Aneh gratis ongkir tiba2 di batalkan, alasan gk jelas",2,0
"Lumayan gampang untuk dimengerti , tolong kirimkan sertifikat saya ke prakerja karna sampe sekarang blm muncul didashboard prakerja .",3,0
"Tolong dong setelah di update,, koneksi error terus,,",3,0
Kenapa tidak ada bayar di tempat saya tidak,2,0
Setiap buka tokopedia sering dibilang koneksi internet terputus padahal saat dicek konek yutub lancar jaya....bikin kesel jadinya.,2,0
Gak usah ngiklan asu,1,0
"Semakin buruk, dan ribet dalam transaksi pembelian",1,0
"Order barang sudah 10 jam lebih di details pesanan masih tertulis menunggu konfirmasi dari sellernya, niat mau batalkan pesanan karena mau beli produk lain karena statusnya masih menunggu konfirmasi belum di proses sama seller. Tetapi begitu diajukan pembatalan, setengah jam kemudian pembatalan ditolak, dan status pesanan baru berubah diproses. KECEWA belanja pakai app ini. Tidak seperti pakai app benja online sebelah. Kalau orderan belum di proses, begitu diajukan pembatalan langsung disetujui.",3,0
pernah kecewa barang tak sampai,1,0
Gak ada Iphone harga 10 ribu,1,0
Ae,1,0
Reff free free tr zfF;s-😂3😂😂-&1$11@ q3 1S5v,1,0
"wtf, app nya ga dukung split screen or pop up screen, pdhl kalau bs ngebantu bgt buat liat review barang d youtube skligus search produk na d tokped",2,0
Untuk pihak tokopedia. Kenapa habis saya update aplikasi malah selalu muncul masalah. Koneksi selalu hilang time out. Tolong segera di atasi problemnya,1,0
"ga bisa update, sll gagal di 94% donloading.",1,0
Bosok,1,0
Baru aja dibuka udah minta update Hadeh,1,0
Coba dlu bosss,3,0
Rumah tokped knp ? Rusakkkkk,1,0
Ug oomonggindlroB̲̅][̲̅̅I̲̅][̲̅̅R̲̅][̲̅̅T̲̅ ][̲̅̅H̲̅][̲̅̅D̲̅][̲̅̅A̲̅][̅̅Y̅（*＾3＾）/～♡o==[]::::::::::::::::>☜☆☞,2,0
"BANYAK TOKO YG JUALAN TPI OFLINE LAPAK NYA MASIH ADA YG JUALAN NYA OF BER BULAN"" ... HARUS NYA DI HAPUS LAPAK DAGANGAN NYA MIN BIAR TIDAK AD YG KETIPU UDH BAYAR BARANG GA DI KIRIM UJUNG"" NYA PIHAK TOKOPEDIA NYA YG JDI SASARAN EMOSI ... MOHON DI TINGKATKAN LG PENGAWASAN NYA DI SETIAP LAPAK YG OF LAPAK DI HAPUSIN ....",3,0
lv,1,0
Saya beli drone dan kirimnya next day kok udh 3 hari blm sampai,1,0
Beli barang di tokped tp dibatalin pihak tokped sendiri. Tolol,1,0
Belanja,1,0
Tolong dong kak saya dari gelombang 3 Mengambil kelas tehnik memasak chef juna Sudah keluar sertifikat dari 21mei Kenapa sampai skrg blm masuk2 ke dashboard.. Semua pelatihan sudah saya lakukan Evaluasi sudah saya lakukan Memberi rating pun sudah kenapa sampai saat ini blm masuk jg ke dashboard Tolong dong kak sudah lama sekali ini..,1,0
"Saya pengguna device redmi note 5. Saya tidak bisa melakukan pembelian, tidak bisa melakukan penambahan alamat, serta sering force close. Apakah ini bug ?? Mohon segera di update. Sebelumnya sy sering melakukan pembelian lewat sini...",3,0
