content,score,sentimen,content_clean
"min..kenapa saldo penghasilan dan refund dibagi2x? udah gitu ga bisa langsung pindah ke ovo..ga seperti yg disebelah,,bisa mudah dan tanpa biaya pindahin saldo ke dana.. tinggal transfer ke bank tanpa kena biaya...di toped..saya tarik penghasilan yg cuma seberapa kena biaya adm..(saya non bca ya)abis bayar adm dah,, udah gitu harus dijam kerja.. kerja samanya sama ovo.. yg sering masalah tarik saldo ovo ke bank... lebih baik tambah pilihan kepada kami selain ovo..misal dana..atau jeniuspay",3,0,saldo hasil refund bagi langsung pindah ovo belah mudah biaya pindahin saldo dana tinggal transfer bank kena biaya tokopedia tarik hasil kena biaya adm bca habis bayar adm jam kerja kerja sama ovo tarik saldo ovo bank pilih ovo dana jeniuspay
"Parah gak bisah COD an kayak aplikasi sebela,ongkirnya jg mahal 👎",1,0,parah bisah cod aplikasi bela ongkirnya mahal
"Saya sering belanja ditoped dan kadang2 pakai promo casback kalo ada, tapi kali ini saya belanja pakai promo casback tapi casbackx di batalkan dengan alasan ada kesamaan dgn pembeli lain. Sy jadi heran kok bisa ada yg sama padahal sy hanya punya 1 akun. Sy komplain ke topedia care tp tdk ada sama sekali balasannya.",1,0,belanja tokopedia kadang pakai promo cashback belanja pakai promo cashback casbackx batal alas sama beli heran akun komplain topedia care balas
Setiap masuk akun selalu terhenti,1,0,masuk akun henti
bagus,1,0,bagus
"Min tolong dong, ini saya dari kartu prakerja, dari tgl 31 samapai skrng blm muncul sertifikat nya di dashboard mohon di percepat",3,0,kartu prakerja tanggal samapai muncul sertifikat dashboard mohon cepat
Baru mulai pakai,2,0,pakai
aplikasi kok ga bisa dibuka lg .knapa ini ko keluar trus,1,0,aplikasi buka
Ribet,1,0,ribet
"Gak bisa buat bayar padahal baru sekali coba sudah ada notif terlalu banyak otp, tunggu 1 jam kemudian, ditunggu diulangi gitu jg jadinya hadeh",1,0,bayar coba notifikasi otp tunggu jam tunggu ulang aduh
"Setrifikat nya belum muncul,padahal udh kasih rating dan ulasan di toko pedia sama di skill academy",3,0,setrifikat muncul kasih rating ulas tokopedia skill academy
"Halo Tokopedia.. saya barusan ditelpon lagi sama pihak prakerja masalah kendala saldo prakerja saya minta kembalikan. Tapi sama pihak prakerja disuruh email plattform lembaga pelatihan yang saya beli, yaitu Tokopedia. Saya sudah berapa kali email tokped tapi mana ada kejelasan. Saya minta kode voucher pelatihan yang saya beli, tapi sampai sekarang nunggu dan nunggu dan nunggu terus menerus belum ada kepastian dari tokped. Bayangkan saya beli pelatihan tggl 26sept, sekarang sudah masuk Desemb",1,0,tokopedia barusan telpon prakerja kendala saldo prakerja kembali prakerja suruh email plattform lembaga latih beli tokopedia email tokopedia jelas kode voucher latih beli tunggu tunggu tunggu terus pasti tokopedia bayang beli latih tggl sept masuk desemb
B☺☺☺,3,0,
"Gimana ini sya lg ada pesanan tp knapa akuj toped saya error, jd nasib pesanan sya gimana padahal udah d byar, tolong cepat perbaiki lah min, ko udah baik nanti sya kasi bintang 5",1,0,gimana pesan akuj tokopedia error nasib pesan gimana bayar cepat baik kasih bintang
saya sudah menyelesaikan pelatihan di scill academy tgl 27 agustus 2020 dan sudah mndapatkan sertifikat. namun sertifikat belum tampil di dashbord prakerja. dan setiap ingin memberikan ulasan selalu gagal di tokopedia. mohon segera perbaiki sistem di tokopedia!,1,0,selesai latih scill academy tanggal agustus mndapatkan sertifikat sertifikat tampil dashboard prakerja ulas gagal tokopedia mohon baik sistem tokopedia
"Toko pedia penjualnya pada curang dan pandai mengelabui pembeli saya juga termasuk korbannya jadi berhati""lah kalau belanja ditokopedia",1,0,tokopedia jual curang pandai kelabu beli korban hati belanja tokopedia
Penanganan masalah bertele tele masa saya melaporkan ada orang yg pakai akun sya dgn no hp berbeda dan saya laporkan tapi tidak ada solusi yg pasti malahan saya sudah mengikuti prosedur laporan yang ada malah ditolak..no call center tokopedia jg gak ada..binggung mau tlpn ke mana hnya laporan by email saja mengecewakan..,1,0,tangan tele tele lapor orang pakai akun hp beda lapor solusi ikut prosedur lapor tolak call center tokopedia bingung telepon lapor email kecewa
"kenapa y tampilan web tokopedia bikin pusing nyari apa2, g seefesien web yg lain",1,0,tampil web tokopedia pusing cari seefesien web
Padahal identitas udah lengkap tapi dibilang belum lengkap stack di 90% ga bisa claim vouchernya,1,0,identitas lengkap bilang lengkap stack claim vouchernya
#MENDING SHOPEE,1,0,mending shopee
Gk lagi bayar onkos ongkir kan,3,0,bayar onkos ongkir
Coba dulu deh,3,0,coba
Minta bantu gmna cra ambil hadiah,3,0,bantu cra ambil hadiah
BELANJA COD GAADA GILIRAN UDAH TF MAIN CANCEL GITU AJA DARI SISTEM MAU DI REFUND GABISA BISA. MAUNYA GIMANA YA SI IJO INI?!,1,0,belanja cod gilir transfer main cancel sistem refund mau gimana ijo
mantap,3,0,mantap
Kl. U,2,0,
Coba dulu,3,0,coba
"Plis jgn kerjasama dgn anteraja, paket gw slalu bermasalh klo kirim pake anter aj. Paket lama nyampe, kadang salah alamat, kadang ga nemu alamatny, kadang dibawa jalan2 dulu ke kota lain pdhl gw satu kota dgn penjual. Gw klo pake ekspedisi lain slalu nyampe tepat wakt ga pern nyasar apalagi ampe ga nemu alamatny. Gw biasa pake gratis ongkirny toped tp dikirimnya keseringannya pake anteraja, kadang pake sicepat (lebh bagus sicepat paket gw slalu nyampe tepat waktu. Gw mulai beralih ke shopee ini",1,0,plis kerjasama anteraja paket bermasalh kirim pakai paket kadang salah alamat kadang nemu alamatny kadang bawa jalan kota kota jual pakai ekspedisi wakt pern sasar nemu alamatny pakai gratis ongkirny tokopedia kirim sering pakai anteraja kadang pakai sicepat lebh bagus sicepat paket alih shopee
"mengapa saya tidak menerima gratis ongkir,padahal sudah tertera di barang yang saya beli gratis ongkir",2,0,terima gratis ongkir tera barang beli gratis ongkir
👍👍,3,0,
Knapa saya buka kupon vocer belanja tidak bisa ya ?,1,0,buka kupon voucher belanja
FCC vg buuu v di,3,0,fcc vg buuu
"Coba belajar sama lazada,dia punya ninja van id yg ok banget",2,0,coba ajar lazada ninja van id banget
Kecewa sih sering belanja disini gapernah dapet kupon ongkir,2,0,kecewa belanja gapernah kupon ongkir
Kapan Sertifikat prakerja saya turun,3,0,sertifikat prakerja turun
Rekomended bgt,3,0,recommended banget
"Saya tidak bisa buka membuka promo2 atau pun membuka submenu lain.. misal saya ingin melihat "" kejar diskon "" ketika saya klik lihat semua.. otomatis kmbali ke layar semua.. tampilan kejar diskon nya tetap tidak terbuka.. apa kira2 masalah nya ni min? Ane udah uninstall trus intall lagi.. ttep masih bgitu juga",2,0,buka buka promo buka submenu kejar diskon klik lihat otomatis kmbali layar tampil kejar diskon buka uninstall intall bgitu
"Kok saya gak bisa pake promonha, setiap kali dibayar pesanan gaagl sendiri, katanya tidak memenuhi syarat&ketentuan, terus saya coba di tokped temen, sama juga . Ini gimana? Mohon balasannya",2,0,pakai promonha bayar pesan gaagl penuh syarat tentu coba tokopedia teman gimana mohon balas
"Tampilannya semakin kesini semakin membingungkan orang awam, pantas saja Si oren lebih dikenal masyarakat!!!",2,0,tampil bingung orang awam oren kenal masyarakat
"Ada gangguan di rumah Toped / Tidak ada koneksi internet, cuma gitu2 aja klo buka app ini Dasar aplikasi taik 😬",1,0,ganggu rumah tokopedia koneksi internet buka aplikasi dasar aplikasi taik
Min ini kenapa saya mau tukar tambah hp kok ga bisa? Masa tulisan download lagi di proses gmn ini???,2,0,tukar hp tulis download proses
APLIKASI PALING TOLOL NG3NTTOOOOOOOOOOOOOTTTTT 😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠,1,0,aplikasi tolol nttooooooooooooottttt
Event goib,1,0,event goib
"Klo org asia,udah kecewa n pindah ke sebelah yg lebih baik,tdk akan mgkin balik lg,walaupun kedepan toped udah lebih bagus dari sebelah,beda dg org bule,tetap bertahan pada yg bagus walaupun tak suka sama orgnya.",1,0,orang asia kecewa pindah belah mgkin tokopedia bagus belah beda orang bule tahan bagus suka orgnya
"Kejar diskon cuma mitos,ga bakalan dpt,wkwkwk",1,0,kejar diskon mitos
"Kasih bintang 1 aja .. Karena toped bner"" buruk !! Saya sudah beli pelatihan ,tapi vocer saya blm juga muncul !! Tolong dong LBH d prhatin lgi buat yg hal bgni ,sebab byk yg mengeluh ,....",1,0,kasih bintang tokopedia buruk beli latih voucher muncul prhatin bgni keluh
"Proses pengiriman nya gx tau gimana gx tau dah sampe mana gx di kasi tau,cuma di kasi tau dengan sedang di proses kurir,apa an kan gx tau barang udah sampe mana udah gitu lama lagi barang nya di dapet resi nya",3,0,proses kirim gimana kasih kasih proses kurir barang barang resi
Nyoba beli yg ada simbol free ongkir bgitu beli kok masih kena biaya ongkir. Ga free donk jadinya,3,0,coba beli simbol free ongkir bgitu beli kena biaya ongkir free
Buruk,1,0,buruk
"Baik-baik,",1,0,
"Admin terlalu lambat dalam penyelesaian masalah komplain pembeli dan penjual. Yang kasih 5 bintang palingan yg pelatihan prakerja, selebihnya rusak parah.",1,0,admin lambat selesai komplain beli jual kasih bintang paling latih prakerja lebih rusak parah
ok,2,0,
Jr,2,0,jr
Tiba2 ada transaksi yg sy tdk ketahui. Semacam dibajak pdhl sy tdk prnh berikan kode otp apapun dan handphone sllu sy bwa tdk prnh sy pnjamkan ke org lain.. Tlg dperbaiki keamanan akun customer!!!!,1,0,transaksi tahu bajak kode otp apa hp bwa pnjamkan orang dperbaiki aman akun customer
Pernah ada saldo di tokped tp hangus alias hilang.,3,0,saldo tokopedia hangus alias hilang
Suka hoax katanya gratis ongkir eh ongkirnya lebih mahal dari barang yang di beli,1,0,suka hoax gratis ongkir ongkirnya mahal barang beli
"Tiap kita kirim barang, selalu ada potongan 15-25 ribu. Padahal berat produk (laptop) sudah saya lebihi 1 kg. Sudah 5x lebih uang saya dipotong. Cs toped susah di hubungi, emàil cs ga ada. Serba susah",1,0,kirim barang potong ribu berat produk laptop lebih uang potong cs tokopedia susah hubung em il cs serba susah
boleh lah,3,0,
"aplikasinya bagus, proses juga cepat.",3,0,aplikasi bagus proses cepat
"Setelah update kok malah ga bisa dibuka min, gimana ini ? Kuota banyak padahal. Saya jd ga bisa ngecek orderan dan mo belanja juga ga bisa",1,0,update buka gimana kuota ngecek order belanja
"sudah 10x24 jam saya menyelesaikan pelatihan prakerja tetapi belum juga muncul sertifikat di dashboard, tipu",1,0,jam selesai latih prakerja muncul sertifikat dashboard tipu
Kak di aplikasi dah sampek dah ditrima tpi bukan aku yg ambil gimana kak,1,0,aplikasi ditrima ambil gimana
Normal,3,0,normal
"Anjing aplikasi penipu pencuri jangan ada yg percaya sama aplikasi ini sangat"" penipu pencuri",1,0,anjing aplikasi tipu curi percaya aplikasi tipu curi
"Aku ga tau soalnya aku ga pernah belanja ditokopedia, aku belanja di supermarket.",1,0,belanja tokopedia belanja supermarket
"dari yg awalnya bintanf 5, skrng gw ksih bintang 1. krna pengecekan status barang yg di pesan selalu tidak sesuai jadwal & tidak bisa di cek secara berkala, & untuk update kali ini 16/04/2020 selalu stuck di 78% & itu bukan 2-3×, tp berkali"" gk bisa di terusin.. pdhal RAM 6Gb kepake ml&pu*g doang - internal memori 128gb yg di pake gk nyampe setengah - sinyal wifi >2mb/s, itu klo buat download/nonton bokep bisa ampe berdarah tu mata.. tp knpa buat update tokped aja sllu stuck??",1,0,bintanf kasih bintang kece status barang pesan sesuai jadwal cek kala update stuck kali terusin ram gb pakai ml pu doang internal memori gb pakai sinyal wifi mb download nonton bokep darah mata update tokopedia stuck
Mitra terbaik,1,0,mitra baik
cash back 15000 dri pembelian batray samsung original hrga 100k kok blum masuk ya min....sya turunin bntang 3 dlu deh ..klo cash back sya udh masuk aq kembalikan bintang 5 nya...maaf min ya,3,0,cash back beli batray samsung original hrga masuk turun bintang cash back masuk kembali bintang maaf
saya kasih bintang3 aja dulu...transaksi cukup baik.tapi kalu kita komplen yg jawab selalu bot...itu yg saya kurang suka..moga kedepannya tokopedia lebihbmemperbaikinya🙏,3,0,kasih bintang transaksi complain bot suka moga depan tokopedia lebihbmemperbaikinya
sy bingung katanya bebas ongkir tpistela cek beratus ratus ongkirnya yg bnr dong .,1,0,bingung bebas ongkir tpistela cek atus ratus ongkirnya
Tdk mengerti.katanya dpt voucher belnja 300 bgmn crx..,1,0,erti voucher belanja bgmn crx
Bgmn ini di download aja cuma muter2.,1,0,bgmn download putar
ini serius?.. atau ga???????,3,0,serius
"Menguntungkan penjual, merugikan pembeli.",1,0,untung jual rugi beli
Kenapa saya tidak bisa mendownload apk ini Mengecewakan,1,0,mendownload aplikasi kecewa
"Tolong jgn mumbuat pop up di situs"" internet, sangat mengganggu, beriklan tanpa mengganggu akan lebih baik, jika masih sering terjadi ya otomatis uninstal dari pada bikin emosi",1,0,mumbuat pop up situs internet ganggu iklan ganggu otomatis uninstall emosi
"Setelah ada BTS Tokopedia kurang memuaskan ,daru pada buag bayar BTS mending buat memuaskan konsumen ,huh bukanya tambah bagus malab tambah eror",1,0,bts tokopedia muas daru buag bayar bts mending muas konsumen buka bagus malab error
Bagus,3,0,bagus
"SAYA TIDAK MAU TAHU, DANA SAYA TOLONG DI KEMBALIKAN, PENARIKAN LEWAT OVO SAYA TIDAK MELAKUKAN TRANSAKSI APA-APA, JAM 4 SUBUH INI, TOLONG DI JELASKAN",1,0,dana kembali tari ovo transaksi jam subuh
"Setelah jawaban dari sana sini baik chat dari penjual, ekspedisi, pusat solusi dan via email dari tokped yg minta menunggu 3x24 jam akan dilakukan penggantian dana atas pesanan saya yang hilang di pengiriman, ternyata kasus sudah mau ditutup tanpa penggantian sama sekali baik barang maupun dana. Trus apa gunanya cs dll yg sudah bikin repot saya harus jawab ini itu, isi form ini itu. Penjualan sdh dapat uangnya sesuai saran dari pusat solusi, tapi saya blm dapat apa2 dan kasus mau ditutup.",1,0,chat jual ekspedisi pusat solusi via email tokopedia tunggu jam ganti dana pesan hilang kirim tutup ganti barang dana guna cs repot isi form jual uang sesuai saran pusat solusi tutup
"Saya kemarin beli voucher grab driver, transaksi berhasil, tapi kok saya belum menerima kode voucher??? Bagaimana ini?? Apakah prosesnya selama ini?? Tolong cepat diatasi, kalau memang tidak ada kodenya kembalikan saja uang saya.",1,0,kemarin beli voucher grab driver transaksi hasil terima kode voucher proses cepat atas kode kembali uang
Malas dikejar iklan mulu,1,0,malas kejar iklan
"Kok di tokopedia gak ada program cod ditengah wabah ini.. Kan males harus ke indomaret,ke JNE,ke bank.. Tolong lh di adakan program COD biar enak",3,0,tokopedia program cod tengah wabah malas indomaret jne bank adakan program cod biar enak
"Dari dulu toko pedia banyak PHPnya. Katanya ""jika transaksi selesai akan dapat cash back"" tapi brng sdh sampai tidak ada cash backnya, dengan alasan "" identitas saya sama dgn pembeli yang lain"" mending beli di shopee, bukalapak dll",1,0,tokopedia phpnya transaksi selesai cash back barang cash backnya alas identitas beli mending beli shopee bukalapak
"Layanan bantuan di tokopedia care tidak dapat membantu, saya memesan barang dan sampai sekarang statusnya masih menunggu pick up, sudah 4 hari dari hari pemesanan. Dan sekarang tampilan detail pesanan saya jadi aneh, ga muncul apapun, kalo bisa upload gambar pasti sudah saya upload. Kecewa berat sama tokopedia",1,0,layan bantu tokopedia care bantu mes barang status tunggu pick up mesan tampil detail pesan aneh muncul apa upload gambar upload kecewa berat tokopedia
lelet,1,0,lelet
Cara mudah untuk berbelanja online. Aplikasi bagus,3,0,mudah belanja online aplikasi bagus
Sangat Bagus,3,0,bagus
"Setiap saya masuk kranjang ada tulisan sesion out, ini sebenernya knapa Akun udah masuk giliran update ilang lagi",3,0,masuk kranjang tulis sesion out akun masuk gilir update hilang
Pesan di tokopedia begitu salah. Penangananya lama sekali. Bisa 2hari,1,0,pesan tokopedia salah penangananya
"Kalian punya iklan tolong di kondisikan, gw lagi mau zoom kuliah online, tiba2 keluar dan mucul iklan tokopedia, setiap 3 menit mucul mulu tuh iklan tokopedia, tolong lah, kalau mau pasang iklan jgn juga sampai, di klas online mucul, ganggu banget sumpah, kalin cari duit dengan cara menyusahkan orang",1,0,iklan kondisi zoom kuliah online mucul iklan tokopedia menit mucul iklan tokopedia pasang iklan klas online mucul ganggu banget sumpah kalin cari duit susah orang
"Katanya tokped udh menutup toko2 yg jual barang dengan harga yg g masuk akal,tapi pas barusan saya download apk ini dan liat2 ternyata masih banyak bgt toko2 yg jual barang2 tertentu dengan harga diatas rata2 (masker, handsi contohnya), makannya saya uninstal lg aja",3,0,tokopedia tutup toko jual barang harga masuk akal pas barusan download aplikasi lihat banget toko jual barang harga masker handsi contoh makan uninstall
Ib nokk ion by Rhoma nonno b,2,0,ib nokk ion rhoma nonno
Bagußsssssssssssssszzzzss,3,0,bagu sssssssssssssszzzzss
Lumayan bagus tpi sayang sertifikat prakerja lama,3,0,lumayan bagus sayang sertifikat prakerja
"Semakin di update, tampilan semakin membingungkan. Tidak semudah versi yg dulu... Tolong di perbaiki lagi...",1,0,update tampil bingung mudah versi baik
Respon lambat. Pihak toko pedia lama penanganan nya,1,0,respon lambat tokopedia tangan
"Turun bintang dulu,pembayaran nya skrg bervariasi tapi agak ribet,belanja di sini duit kagak laku,yg laku e transaksi...mending beli offline",3,0,turun bintang bayar variasi ribet belanja duit laku laku transaksi mending beli offline
